id;systementrytimestamp;animalid;begintime;endtime;totalyieldkg;expectedyieldkg;milkingdeviceid;milkingsamplerackno;milkingsampletubepos;milkingsampletubeid;avgconductivity;maxblood
70582;2023-03-22 05:31:50.050;61;2023-03-22 05:20:08.000;2023-03-22 05:28:06.000;8.5;8.087;15;2;85;215;4334;0
70585;2023-03-22 06:26:38.923;51;2023-03-22 06:16:08.000;2023-03-22 06:22:48.000;12.85;11.169;15;2;88;218;4454;362
70587;2023-03-22 06:41:11.087;56;2023-03-22 06:31:35.000;2023-03-22 06:37:21.000;14.35;15.171;15;2;89;219;4337;0
70604;2023-03-22 09:58:02.893;58;2023-03-22 09:48:15.000;2023-03-22 09:54:16.000;10.94;13.512;15;2;94;224;3772;0
70618;2023-03-22 11:51:09.963;65;2023-03-22 11:42:15.000;2023-03-22 11:47:29.000;14.85;15.12;15;2;99;229;4557;0
70626;2023-03-22 12:52:55.473;51;2023-03-22 12:44:02.000;2023-03-22 12:49:40.000;9.24;7.68;15;0;0;0;4534;316
70633;2023-03-22 14:02:20.197;61;2023-03-22 13:50:23.000;2023-03-22 13:59:04.000;8.38;8.304;15;0;0;0;4551;0
70651;2023-03-22 17:11:37.013;58;2023-03-22 17:03:38.000;2023-03-22 17:08:21.000;5.73;8.269;15;0;0;0;3651;0
70673;2023-03-22 21:01:11.333;51;2023-03-22 20:51:11.000;2023-03-22 20:57:56.000;11.27;10.017;15;0;0;0;4571;417
70683;2023-03-22 22:19:33.510;65;2023-03-22 22:11:23.000;2023-03-22 22:16:59.000;14.92;14.608;15;0;0;0;4630;0
70689;2023-03-22 23:02:31.050;61;2023-03-22 22:51:55.000;2023-03-22 22:59:56.000;8.97;8.796;15;0;0;0;4475;0
70709;2023-03-23 02:01:14.067;58;2023-03-23 01:56:16.000;2023-03-23 02:01:03.000;8.26;9.501;15;0;0;0;3899;0
70727;2023-03-23 06:36:03.260;51;2023-03-23 06:27:50.000;2023-03-23 06:33:28.000;12.96;11.924;15;0;0;0;4501;319
70736;2023-03-23 08:34:48.043;56;2023-03-23 08:23:25.000;2023-03-23 08:31:06.000;17.73;19.168;15;2;120;250;4337;402
70744;2023-03-23 09:57:31.173;61;2023-03-23 09:45:02.000;2023-03-23 09:54:16.000;9.59;10.65;15;0;0;0;4618;0
70761;2023-03-23 12:26:45.110;65;2023-03-23 12:17:16.000;2023-03-23 12:23:30.000;19.02;19.811;15;0;0;0;4641;0
70766;2023-03-23 14:01:01.690;51;2023-03-23 13:52:14.000;2023-03-23 13:58:27.000;10.77;9.308;15;0;0;0;4420;399
70781;2023-03-23 16:29:15.753;58;2023-03-23 16:17:42.000;2023-03-23 16:26:00.000;15.1;14.664;15;0;0;0;4267;0
70800;2023-03-23 19:45:01.403;61;2023-03-23 19:34:09.000;2023-03-23 19:42:26.000;9.49;9.34;15;0;0;0;4514;0
70809;2023-03-23 20:57:07.663;51;2023-03-23 20:47:42.000;2023-03-23 20:54:33.000;10.01;8.898;15;0;0;0;4504;316
70810;2023-03-23 21:01:57.197;65;2023-03-23 20:56:56.000;2023-03-23 21:01:44.000;11.89;12.108;15;0;0;0;4443;0
70839;2023-03-24 01:26:48.343;58;2023-03-24 01:18:16.000;2023-03-24 01:23:33.000;8.7;9.371;15;0;0;0;3719;0
70848;2023-03-24 03:25:44.727;65;2023-03-24 03:18:01.000;2023-03-24 03:22:29.000;8.48;8.907;15;0;0;0;4468;0
70853;2023-03-24 04:22:47.780;61;2023-03-24 04:11:29.000;2023-03-24 04:19:32.000;8.78;8.305;15;0;0;0;4278;0
70857;2023-03-24 06:15:45.200;51;2023-03-24 06:06:46.000;2023-03-24 06:12:07.000;11.72;12.1;15;0;0;0;4353;308
70867;2023-03-24 07:39:31.017;56;2023-03-24 07:29:16.000;2023-03-24 07:35:20.000;13.06;16.788;15;2;124;254;4294;0
70902;2023-03-24 13:37:42.787;65;2023-03-24 13:31:39.000;2023-03-24 13:37:29.000;13.53;14.164;15;0;0;0;4674;0
70907;2023-03-24 14:49:34.040;58;2023-03-24 14:42:00.000;2023-03-24 14:49:21.000;11.85;13.873;15;0;0;0;3820;0
70908;2023-03-24 14:58:42.267;61;2023-03-24 14:50:25.000;2023-03-24 14:58:30.000;9.23;10.301;15;0;0;0;4556;0
70929;2023-03-24 17:56:00.083;51;2023-03-24 17:46:44.000;2023-03-24 17:53:25.000;13.54;14.959;15;0;0;0;4396;0
70954;2023-03-24 22:20:41.620;65;2023-03-24 22:13:54.000;2023-03-24 22:18:07.000;11.34;11.998;15;0;0;0;4528;0
70956;2023-03-24 23:01:11.027;58;2023-03-24 22:53:33.000;2023-03-24 22:58:36.000;7.48;8.583;15;0;0;0;3830;0
70961;2023-03-24 23:40:45.127;61;2023-03-24 23:30:42.000;2023-03-24 23:38:11.000;8.4;8.311;15;0;0;0;4543;0
70970;2023-03-25 01:47:58.557;51;2023-03-25 01:38:32.000;2023-03-25 01:44:42.000;11.07;9.946;15;0;0;0;4261;0
71000;2023-03-25 09:15:17.197;56;2023-03-25 09:00:52.000;2023-03-25 09:12:42.000;14.79;16.65;15;0;0;0;4275;0
71006;2023-03-25 10:31:31.570;61;2023-03-25 10:19:00.000;2023-03-25 10:28:16.000;10.13;10.345;15;0;0;0;4595;0
71010;2023-03-25 11:32:48.137;65;2023-03-25 11:26:55.000;2023-03-25 11:32:35.000;17.39;17.924;15;0;0;0;4708;0
71021;2023-03-25 13:45:56.133;58;2023-03-25 13:38:50.000;2023-03-25 13:45:43.000;14.6;14.389;15;0;0;0;4137;0
71036;2023-03-25 15:54:33.980;51;2023-03-25 15:46:38.000;2023-03-25 15:54:21.000;17.56;18.224;15;0;0;0;4354;0
71064;2023-03-25 20:46:31.320;61;2023-03-25 20:37:44.000;2023-03-25 20:46:19.000;9.99;9.757;15;0;0;0;4395;0
71069;2023-03-25 21:45:54.003;65;2023-03-25 21:41:08.000;2023-03-25 21:45:41.000;13.49;13.874;15;0;0;0;4870;0
71074;2023-03-25 23:39:40.330;58;2023-03-25 23:32:44.000;2023-03-25 23:38:16.000;9.64;9.815;15;0;0;0;3975;0
71099;2023-03-26 06:36:44.820;51;2023-03-26 06:29:37.000;2023-03-26 06:36:32.000;15.92;17.196;15;0;0;0;4268;308
71114;2023-03-26 09:31:07.390;61;2023-03-26 09:21:17.000;2023-03-26 09:30:55.000;10.99;11.272;15;0;0;0;4495;0
71134;2023-03-26 12:27:31.593;56;2023-03-26 12:17:54.000;2023-03-26 12:24:54.000;16.25;17.468;15;0;0;0;4252;0
71139;2023-03-26 13:28:35.863;58;2023-03-26 13:17:36.000;2023-03-26 13:25:16.000;12.9;12.715;15;0;0;0;4070;0
71140;2023-03-26 13:35:34.020;65;2023-03-26 13:26:38.000;2023-03-26 13:32:56.000;17.5;19.871;15;0;0;0;4551;0
71161;2023-03-26 18:09:14.357;61;2023-03-26 17:58:10.000;2023-03-26 18:05:52.000;8.61;8.163;15;0;0;0;4382;0
71177;2023-03-26 21:30:09.313;51;2023-03-26 21:19:32.000;2023-03-26 21:26:50.000;16.66;18.09;15;0;0;0;4385;0
71197;2023-03-27 00:38:01.560;65;2023-03-27 00:29:39.000;2023-03-27 00:34:42.000;13.96;14.276;15;0;0;0;4539;0
71209;2023-03-27 02:58:50.840;58;2023-03-27 02:47:35.000;2023-03-27 02:55:35.000;13.74;13.479;15;0;0;0;4034;0
71211;2023-03-27 03:27:10.600;61;2023-03-27 03:15:55.000;2023-03-27 03:24:33.000;9.47;8.949;15;0;0;0;4569;0
71224;2023-03-27 07:00:19.200;51;2023-03-27 06:50:41.000;2023-03-27 06:56:45.000;11.13;11.534;15;0;0;0;4199;0
71229;2023-03-27 08:17:12.903;65;2023-03-27 08:08:34.000;2023-03-27 08:13:45.000;10.58;10.11;15;0;0;0;4542;0
71259;2023-03-27 13:34:50.530;51;2023-03-27 13:26:33.000;2023-03-27 13:32:16.000;9.25;8.15;15;0;0;0;4248;0
71262;2023-03-27 14:05:58.760;56;2023-03-27 13:56:03.000;2023-03-27 14:03:24.000;16.39;17.237;15;0;0;0;4303;0
71263;2023-03-27 14:16:55.287;61;2023-03-27 14:04:33.000;2023-03-27 14:14:20.000;10.96;10.473;15;0;0;0;4719;0
71264;2023-03-27 14:24:44.893;58;2023-03-27 14:15:03.000;2023-03-27 14:22:11.000;11.89;11.423;15;0;0;0;4126;0
71283;2023-03-27 18:04:30.250;65;2023-03-27 17:56:38.000;2023-03-27 18:01:15.000;13.88;12.976;15;0;0;0;4917;0
71306;2023-03-27 21:10:27.400;51;2023-03-27 21:02:05.000;2023-03-27 21:07:52.000;10.13;9.538;15;0;0;0;4283;327
71317;2023-03-28 00:00:12.263;61;2023-03-27 23:48:20.000;2023-03-27 23:56:48.000;10.22;9.465;15;0;0;0;4546;0
71320;2023-03-28 00:24:59.687;65;2023-03-28 00:18:12.000;2023-03-28 00:22:16.000;9.13;8.558;15;0;0;0;4732;0
71325;2023-03-28 01:19:31.170;58;2023-03-28 01:10:33.000;2023-03-28 01:16:57.000;11.86;10.99;15;0;0;0;4127;0
71350;2023-03-28 06:31:32.637;65;2023-03-28 06:25:04.000;2023-03-28 06:28:55.000;8.53;8.261;15;0;0;0;4782;0
71354;2023-03-28 07:08:48.160;51;2023-03-28 06:59:02.000;2023-03-28 07:05:29.000;14.51;12.581;15;0;0;0;4388;0
71373;2023-03-28 10:36:22.843;56;2023-03-28 10:26:22.000;2023-03-28 10:32:20.000;14.1;13.947;15;0;0;0;4418;0
71375;2023-03-28 11:01:19.890;61;2023-03-28 10:48:45.000;2023-03-28 10:58:02.000;11.14;10.833;15;0;0;0;4532;0
71391;2023-03-28 13:37:28.617;58;2023-03-28 13:27:48.000;2023-03-28 13:34:48.000;13.38;12.531;15;0;0;0;4258;0
71400;2023-03-28 15:31:34.140;65;2023-03-28 15:23:27.000;2023-03-28 15:28:56.000;12.84;12.128;15;0;0;0;4865;0
71401;2023-03-28 15:38:30.043;51;2023-03-28 15:29:57.000;2023-03-28 15:35:53.000;12.78;10.99;15;0;0;0;4268;0
71425;2023-03-28 19:50:08.793;61;2023-03-28 19:39:14.000;2023-03-28 19:46:50.000;8.83;8.681;15;0;0;0;4547;0
71436;2023-03-28 21:29:39.140;65;2023-03-28 21:23:13.000;2023-03-28 21:27:02.000;7.94;8.093;15;0;0;0;4712;0
71441;2023-03-28 22:25:30.220;51;2023-03-28 22:17:35.000;2023-03-28 22:22:46.000;9.27;8.857;15;0;0;0;4353;0
71442;2023-03-28 22:34:14.310;58;2023-03-28 22:25:25.000;2023-03-28 22:31:30.000;9.33;9.212;15;0;0;0;4106;0
71478;2023-03-29 05:27:59.080;61;2023-03-29 05:16:08.000;2023-03-29 05:24:37.000;9.38;9.483;15;0;0;0;3757;0
71479;2023-03-29 06:24:47.683;51;2023-03-29 06:16:01.000;2023-03-29 06:21:26.000;11.87;10.454;15;0;0;0;4333;476
71481;2023-03-29 06:38:31.630;65;2023-03-29 06:31:16.000;2023-03-29 06:35:54.000;13.11;12.33;15;0;0;0;4854;0
71488;2023-03-29 07:42:52.063;58;2023-03-29 07:33:11.000;2023-03-29 07:39:33.000;10.07;9.39;15;0;0;0;4238;0
71493;2023-03-29 08:23:16.413;56;2023-03-29 08:14:32.000;2023-03-29 08:20:38.000;14.7;14.91;15;0;0;0;4371;0
71521;2023-03-29 14:10:32.797;51;2023-03-29 14:00:55.000;2023-03-29 14:07:11.000;11.67;10.309;15;0;0;0;4318;0
71529;2023-03-29 15:40:00.223;65;2023-03-29 15:32:30.000;2023-03-29 15:37:23.000;13.41;12.318;15;0;0;0;4875;0
71530;2023-03-29 15:57:08.640;61;2023-03-29 15:45:06.000;2023-03-29 15:53:50.000;10.29;10.281;15;0;0;0;4553;0
71545;2023-03-29 18:26:25.040;58;2023-03-29 18:17:32.000;2023-03-29 18:23:50.000;11.61;11.136;15;0;0;0;4252;0
71561;2023-03-29 21:20:23.930;51;2023-03-29 21:11:52.000;2023-03-29 21:17:49.000;11.14;9.639;15;0;0;0;4416;0
71574;2023-03-29 23:35:00.057;65;2023-03-29 23:27:04.000;2023-03-29 23:31:44.000;11.29;10.909;15;0;0;0;4798;0
71579;2023-03-30 00:28:38.120;61;2023-03-30 00:16:48.000;2023-03-30 00:25:22.000;8;8.387;15;0;0;0;4464;0
71611;2023-03-30 05:39:13.813;51;2023-03-30 05:28:39.000;2023-03-30 05:34:14.000;12.42;11.352;15;0;0;0;4422;0
71619;2023-03-30 07:34:03.617;58;2023-03-30 07:23:51.000;2023-03-30 07:30:48.000;13.93;13.667;15;0;0;0;4241;0
71626;2023-03-30 08:30:24.663;56;2023-03-30 08:20:39.000;2023-03-30 08:27:50.000;15.54;16.346;15;0;0;0;4276;311
71628;2023-03-30 08:56:49.813;61;2023-03-30 08:45:33.000;2023-03-30 08:53:31.000;8.15;8.312;15;0;0;0;3796;0
71632;2023-03-30 09:29:40.013;65;2023-03-30 09:21:51.000;2023-03-30 09:27:02.000;15.11;13.761;15;0;0;0;4879;0
71657;2023-03-30 13:26:53.410;51;2023-03-30 13:18:00.000;2023-03-30 13:24:16.000;12.09;10.78;15;0;0;0;4318;0
71668;2023-03-30 15:21:08.427;65;2023-03-30 15:16:58.000;2023-03-30 15:20:55.000;8.56;8.281;15;0;0;0;4915;0
71676;2023-03-30 16:36:08.747;58;2023-03-30 16:27:42.000;2023-03-30 16:33:34.000;9.77;9.462;15;0;0;0;4123;0
71685;2023-03-30 17:58:41.873;61;2023-03-30 17:47:35.000;2023-03-30 17:56:07.000;9.23;8.849;15;0;0;0;4464;0
71701;2023-03-30 20:12:10.463;51;2023-03-30 20:03:34.000;2023-03-30 20:08:55.000;10.04;9.401;15;0;0;0;4302;0
71711;2023-03-30 21:52:12.460;56;2023-03-30 21:45:21.000;2023-03-30 21:49:37.000;8.45;9.172;15;0;0;0;4218;467
71712;2023-03-30 21:56:52.333;65;2023-03-30 21:50:12.000;2023-03-30 21:54:18.000;8.94;9.188;15;0;0;0;4817;0
71728;2023-03-31 00:39:15.953;58;2023-03-31 00:31:17.000;2023-03-31 00:36:41.000;8.22;8.438;15;0;0;0;4097;0
71738;2023-03-31 02:28:13.330;51;2023-03-31 02:19:53.000;2023-03-31 02:24:55.000;9.7;8.761;15;0;0;0;4338;0
71741;2023-03-31 03:07:52.813;61;2023-03-31 02:56:12.000;2023-03-31 03:04:34.000;8.84;8.997;15;0;0;0;4422;0
71754;2023-03-31 05:28:20.817;65;2023-03-31 05:21:01.000;2023-03-31 05:25:37.000;11.05;10.531;15;0;0;0;4693;0
71772;2023-03-31 08:30:17.907;65;2023-03-31 08:17:41.000;2023-03-31 08:27:43.000;2.84;4.261;15;0;0;0;4671;0
71785;2023-03-31 12:30:45.993;61;2023-03-31 12:22:17.000;2023-03-31 12:30:33.000;9.08;9.259;15;0;0;0;4416;0
71788;2023-03-31 13:14:02.593;51;2023-03-31 13:06:52.000;2023-03-31 13:13:49.000;16.6;15.315;15;0;0;0;4354;0
71796;2023-03-31 14:39:11.500;58;2023-03-31 14:31:32.000;2023-03-31 14:38:59.000;14.38;14.588;15;0;0;0;4392;0
71797;2023-03-31 14:46:14.793;56;2023-03-31 14:39:37.000;2023-03-31 14:45:59.000;13.53;11.229;15;0;0;0;4569;0
71816;2023-03-31 17:51:11.277;65;2023-03-31 17:45:55.000;2023-03-31 17:50:59.000;13.34;12.881;15;0;0;0;4814;0
71837;2023-03-31 21:21:30.127;51;2023-03-31 21:15:33.000;2023-03-31 21:21:17.000;11.28;11.609;15;0;0;0;4166;0
71838;2023-03-31 21:33:02.087;61;2023-03-31 21:23:59.000;2023-03-31 21:32:49.000;8.73;8.842;15;0;0;0;4377;0
71854;2023-03-31 23:41:18.667;65;2023-03-31 23:37:02.000;2023-03-31 23:41:06.000;8.27;8.142;15;0;0;0;4711;0
71861;2023-04-01 00:47:12.157;58;2023-04-01 00:41:11.000;2023-04-01 00:47:00.000;10.23;10.553;15;0;0;0;4091;0
71886;2023-04-01 05:51:45.537;61;2023-04-01 05:43:03.000;2023-04-01 05:51:33.000;8.21;8.1;15;0;0;0;4504;0
71896;2023-04-01 07:55:35.060;51;2023-04-01 07:49:04.000;2023-04-01 07:55:23.000;15.56;14.939;15;0;0;0;4272;0
71900;2023-04-01 08:25:40.227;65;2023-04-01 08:20:46.000;2023-04-01 08:25:28.000;12.86;12.219;15;0;0;0;4799;0
71905;2023-04-01 09:00:04.943;58;2023-04-01 08:54:02.000;2023-04-01 08:59:53.000;8.72;8.549;15;0;0;0;4211;0
71913;2023-04-01 10:07:56.897;56;2023-04-01 10:01:39.000;2023-04-01 10:07:44.000;14.3;13.496;15;0;0;0;4285;0
71939;2023-04-01 14:19:17.877;65;2023-04-01 14:15:20.000;2023-04-01 14:19:06.000;8.56;8.316;15;0;0;0;4781;0
71944;2023-04-01 15:08:42.453;61;2023-04-01 15:00:21.000;2023-04-01 15:08:25.000;9.34;9.085;15;0;0;0;4659;0
71950;2023-04-01 16:09:04.603;51;2023-04-01 16:02:34.000;2023-04-01 16:08:51.000;11.67;11.744;15;0;0;0;4285;0
71964;2023-04-01 18:14:27.897;58;2023-04-01 18:08:29.000;2023-04-01 18:14:16.000;8.93;9.631;15;0;0;0;4186;0
71981;2023-04-01 20:56:48.393;65;2023-04-01 20:52:38.000;2023-04-01 20:56:36.000;9.07;9.336;15;0;0;0;4811;0
72003;2023-04-02 00:13:52.480;51;2023-04-02 00:08:11.000;2023-04-02 00:13:40.000;10.99;11.517;15;0;0;0;4266;0
72007;2023-04-02 00:50:03.177;61;2023-04-02 00:40:02.000;2023-04-02 00:49:51.000;9.71;9.536;15;0;0;0;4614;0
72028;2023-04-02 05:42:27.290;65;2023-04-02 05:37:17.000;2023-04-02 05:42:15.000;12.05;12.276;15;0;0;0;4828;0
72037;2023-04-02 06:58:28.313;58;2023-04-02 06:50:34.000;2023-04-02 06:58:16.000;12.58;13.007;15;0;0;0;4239;0
72046;2023-04-02 08:17:31.680;51;2023-04-02 08:10:30.000;2023-04-02 08:17:18.000;11.13;11.491;15;0;0;0;4169;0
72052;2023-04-02 09:05:10.023;56;2023-04-02 08:58:17.000;2023-04-02 09:04:56.000;16.28;16.227;15;0;0;0;4252;0
72066;2023-04-02 12:05:57.457;61;2023-04-02 11:55:29.000;2023-04-02 12:05:44.000;11.9;11.098;15;0;0;0;4694;0
72079;2023-04-02 14:24:45.083;65;2023-04-02 14:20:04.000;2023-04-02 14:24:32.000;12.72;12.145;15;0;0;0;4914;0
72083;2023-04-02 14:55:59.400;51;2023-04-02 14:49:50.000;2023-04-02 14:55:46.000;8.49;9.47;15;0;0;0;4146;0
72087;2023-04-02 15:33:54.133;58;2023-04-02 15:28:07.000;2023-04-02 15:33:42.000;9.38;8.859;15;0;0;0;4171;0
72129;2023-04-02 21:41:43.167;51;2023-04-02 21:35:31.000;2023-04-02 21:41:31.000;9.13;9.619;15;0;0;0;4216;0
72135;2023-04-02 22:56:32.923;65;2023-04-02 22:51:30.000;2023-04-02 22:56:20.000;12.35;12.002;15;0;0;0;4812;0
72142;2023-04-02 23:52:55.293;61;2023-04-02 23:42:20.000;2023-04-02 23:52:42.000;11.94;11.759;15;0;0;0;4583;0
72153;2023-04-03 01:24:34.653;58;2023-04-03 01:18:27.000;2023-04-03 01:24:23.000;10.58;10.159;15;0;0;0;4292;0
72171;2023-04-03 04:37:09.077;65;2023-04-03 04:33:03.000;2023-04-03 04:36:57.000;8.42;8.099;15;0;0;0;4826;0
72181;2023-04-03 06:40:05.610;51;2023-04-03 06:33:21.000;2023-04-03 06:39:50.000;13.32;12.58;15;0;0;0;4436;0
72186;2023-04-03 07:16:18.400;56;2023-04-03 07:10:12.000;2023-04-03 07:15:56.000;15.31;15.735;15;0;0;0;4217;0
72201;2023-04-03 09:49:50.287;61;2023-04-03 09:40:45.000;2023-04-03 09:49:37.000;10.56;9.913;15;0;0;0;4614;0
72206;2023-04-03 10:34:44.463;65;2023-04-03 10:30:34.000;2023-04-03 10:34:32.000;9.05;8.469;15;0;0;0;4883;0
72223;2023-04-03 13:38:08.387;58;2023-04-03 13:28:10.000;2023-04-03 13:35:16.000;13.58;12.693;15;0;0;0;4307;0
72236;2023-04-03 15:49:04.940;51;2023-04-03 15:40:14.000;2023-04-03 15:46:27.000;14.26;12.927;15;0;0;0;4472;0
72241;2023-04-03 16:32:58.573;65;2023-04-03 16:25:33.000;2023-04-03 16:29:40.000;8.66;8.44;15;0;0;0;4931;0
72262;2023-04-03 20:32:43.397;61;2023-04-03 20:20:51.000;2023-04-03 20:30:08.000;10.91;10.76;15;0;0;0;4520;0
72269;2023-04-03 21:25:04.977;56;2023-04-03 21:17:40.000;2023-04-03 21:22:30.000;11.22;9.944;15;0;0;0;4368;0
72282;2023-04-03 23:06:37.533;51;2023-04-03 22:58:47.000;2023-04-03 23:04:00.000;11.26;10.545;15;0;0;0;4354;0
72289;2023-04-03 23:54:14.457;58;2023-04-03 23:45:38.000;2023-04-03 23:51:37.000;10.91;10.837;15;0;0;0;4239;0
72290;2023-04-03 23:59:54.553;65;2023-04-03 23:52:31.000;2023-04-03 23:56:36.000;10.36;10.644;15;0;0;0;5041;0
72316;2023-04-04 04:38:48.067;61;2023-04-04 04:27:19.000;2023-04-04 04:36:01.000;7.89;8.147;15;0;0;0;4369;0
72324;2023-04-04 06:50:22.760;51;2023-04-04 06:41:32.000;2023-04-04 06:47:00.000;13;11.2;15;0;0;0;4438;0
72344;2023-04-04 13:39:31.940;61;2023-04-04 13:27:37.000;2023-04-04 13:36:33.000;9.79;9.052;15;0;0;0;4597;0
72356;2023-04-04 15:25:25.943;58;2023-04-04 15:13:44.000;2023-04-04 15:22:04.000;17.11;16.263;15;0;0;0;4384;0
72357;2023-04-04 15:32:00.263;51;2023-04-04 15:23:11.000;2023-04-04 15:28:39.000;13.19;12.832;15;0;0;0;4351;0
72388;2023-04-04 20:29:22.333;65;2023-04-04 20:20:52.000;2023-04-04 20:26:45.000;16.02;28.741;15;0;0;0;4743;0
72400;2023-04-04 22:42:43.353;61;2023-04-04 22:30:24.000;2023-04-04 22:39:24.000;8.94;9.193;15;0;0;0;4452;0
72404;2023-04-04 23:11:01.127;51;2023-04-04 23:02:32.000;2023-04-04 23:08:24.000;11.63;11.255;15;0;0;0;4405;0
72412;2023-04-05 00:17:40.087;58;2023-04-05 00:08:42.000;2023-04-05 00:14:22.000;9.2;9.421;15;0;0;0;4054;0
72435;2023-04-05 04:03:34.447;65;2023-04-05 03:55:47.000;2023-04-05 04:00:07.000;9.08;11.369;15;0;0;0;4418;0
72442;2023-04-05 06:51:11.693;51;2023-04-05 06:40:45.000;2023-04-05 06:47:44.000;12.72;11.289;15;0;0;0;4336;0
72456;2023-04-05 08:57:49.530;61;2023-04-05 08:44:54.000;2023-04-05 08:54:25.000;10;10.335;15;0;0;0;4418;0
72459;2023-04-05 09:41:05.057;58;2023-04-05 09:32:37.000;2023-04-05 09:38:25.000;9.96;9.922;15;0;0;0;4154;0
72464;2023-04-05 10:18:30.567;56;2023-04-05 10:09:18.000;2023-04-05 10:15:53.000;16.37;0;15;0;0;0;4444;449
72490;2023-04-05 14:47:31.007;51;2023-04-05 14:39:38.000;2023-04-05 14:44:56.000;13.43;11.866;15;0;0;0;4471;0
72499;2023-04-05 17:00:11.523;61;2023-04-05 16:49:58.000;2023-04-05 16:57:37.000;7.49;8.135;15;0;0;0;4437;0
72506;2023-04-05 18:07:07.523;58;2023-04-05 17:58:17.000;2023-04-05 18:03:52.000;9.25;8.916;15;0;0;0;4329;0
72512;2023-04-05 19:01:40.330;65;2023-04-05 18:53:46.000;2023-04-05 18:59:06.000;16.93;18.893;15;0;0;0;4893;0
72536;2023-04-05 22:47:12.683;51;2023-04-05 22:38:01.000;2023-04-05 22:43:57.000;13.36;12.159;15;0;0;0;4435;0
72555;2023-04-06 02:06:16.443;61;2023-04-06 01:54:12.000;2023-04-06 02:03:42.000;9.58;9.071;15;0;0;0;4555;0
72556;2023-04-06 02:13:47.963;58;2023-04-06 02:04:37.000;2023-04-06 02:10:32.000;9.09;8.614;15;0;0;0;4327;0
72563;2023-04-06 03:26:31.983;65;2023-04-06 03:19:20.000;2023-04-06 03:23:54.000;10.68;10.947;15;0;0;0;4536;0
72589;2023-04-06 08:16:28.057;51;2023-04-06 08:05:29.000;2023-04-06 08:13:12.000;15.32;14.583;15;0;0;0;4403;0
72607;2023-04-06 11:32:10.247;58;2023-04-06 11:24:04.000;2023-04-06 11:29:36.000;10.47;10.008;15;0;0;0;4201;0
72611;2023-04-06 12:12:42.580;61;2023-04-06 12:00:39.000;2023-04-06 12:10:08.000;9.34;10.176;15;0;0;0;4448;0
72624;2023-04-06 14:28:08.447;65;2023-04-06 14:20:25.000;2023-04-06 14:25:34.000;14.25;14.641;15;0;0;0;5029;0
72649;2023-04-06 18:19:04.510;51;2023-04-06 18:11:00.000;2023-04-06 18:16:30.000;16.05;15.455;15;0;0;0;4356;0
72664;2023-04-06 20:34:10.470;61;2023-04-06 20:22:20.000;2023-04-06 20:30:55.000;9.21;8.343;15;0;0;0;4394;0
72665;2023-04-06 20:39:34.590;58;2023-04-06 20:31:45.000;2023-04-06 20:37:00.000;9.7;9.835;15;0;0;0;4257;0
72675;2023-04-06 21:53:29.120;65;2023-04-06 21:46:56.000;2023-04-06 21:50:55.000;9.53;9.746;15;0;0;0;4878;0
72688;2023-04-07 01:30:37.247;51;2023-04-07 01:22:15.000;2023-04-07 01:27:22.000;11.24;11.073;15;0;0;0;4303;0
72713;2023-04-07 05:20:02.897;61;2023-04-07 05:09:00.000;2023-04-07 05:17:28.000;8.3;8.9;15;0;0;0;4385;0
72728;2023-04-07 08:41:44.610;65;2023-04-07 08:34:11.000;2023-04-07 08:39:10.000;14.82;14.119;15;0;0;0;5050;0
72731;2023-04-07 09:16:20.713;56;2023-04-07 09:04:32.000;2023-04-07 09:13:46.000;15.91;0;15;0;0;0;4553;485
72742;2023-04-07 11:14:14.660;58;2023-04-07 11:04:38.000;2023-04-07 11:11:40.000;15.13;15.579;15;0;0;0;4271;0
72758;2023-04-07 13:30:06.203;51;2023-04-07 13:21:11.000;2023-04-07 13:27:31.000;19.42;18.498;15;0;0;0;4505;0
72773;2023-04-07 16:04:57.553;61;2023-04-07 15:52:47.000;2023-04-07 16:02:23.000;10.17;10.599;15;0;0;0;4578;0
72780;2023-04-07 17:24:17.607;65;2023-04-07 17:17:13.000;2023-04-07 17:21:43.000;12.24;11.462;15;0;0;0;5070;0
72806;2023-04-07 21:32:33.703;51;2023-04-07 21:23:34.000;2023-04-07 21:29:59.000;11.99;12.544;15;0;0;0;4274;0
72821;2023-04-07 23:33:07.767;65;2023-04-07 23:26:09.000;2023-04-07 23:29:52.000;8.24;8.147;15;0;0;0;5000;0
72824;2023-04-07 23:57:12.450;58;2023-04-07 23:48:02.000;2023-04-07 23:54:38.000;13.01;13.442;15;0;0;0;4160;0
72829;2023-04-08 00:41:48.710;61;2023-04-08 00:30:13.000;2023-04-08 00:38:33.000;9.45;8.565;15;0;0;0;4531;0
72854;2023-04-08 06:23:17.740;51;2023-04-08 06:13:44.000;2023-04-08 06:20:02.000;14.73;13.647;15;0;0;0;4235;0
72857;2023-04-08 06:50:47.697;65;2023-04-08 06:43:05.000;2023-04-08 06:47:32.000;10.62;9.676;15;0;0;0;4979;0
72870;2023-04-08 09:09:38.117;61;2023-04-08 08:58:36.000;2023-04-08 09:06:22.000;8.68;8.464;15;0;0;0;4530;0
72896;2023-04-08 12:25:25.997;58;2023-04-08 12:15:41.000;2023-04-08 12:22:51.000;13.11;13.084;15;0;0;0;4135;0
72905;2023-04-08 14:36:54.410;65;2023-04-08 14:30:16.000;2023-04-08 14:34:20.000;10.32;10.418;15;0;0;0;5263;0
