id;milkflowdurationsec;incomplete;quarterlfyield;quarterrfyield;quarterlryield;quartelrfyield;meanflowlf;meanflowrf;meanflowlr;meanflowrr;peakflowlf;peakflowrf;peakflowlr;peakflowrr;conductivitylf;conductivityrf;conductivitylr;conductivityrr;bloodlf;bloodrf;bloodlr;bloodrr;scc
66528;276;0;3.6;3.7;4.03;3.97;1.14;1.74;1.02;1.38;1.5;2.34;1.38;1.92;4.52;4.41;4.483;4.406;0;0;0;0;425
66549;474;0;2.17;1.89;2.54;3.16;0.36;0.42;0.42;0.48;0.54;0.6;0.72;0.78;4.323;4.342;4.34;4.479;0;0;0;0;11
66572;360;0;4.08;4.46;3.29;2.8;0.84;0.96;1.08;0.66;1.14;1.26;1.38;0.96;4.254;4.262;4.282;4.419;0;0;0;0;8
66589;253;0;3.78;3.66;4.76;4.3;1.26;1.14;1.38;1.74;1.74;1.5;1.8;2.22;4.996;5.133;5.084;4.885;0;0;0;0;71
66598;184;0;2.22;2.2;2.41;2.41;1.2;1.5;1.08;1.32;1.56;2.04;1.5;1.74;4.519;4.406;4.281;4.347;0;0;0;0;637
66618;511;0;2.51;2.08;3.02;3.6;0.36;0.42;0.48;0.54;0.66;0.72;0.72;0.96;4.46;4.54;4.472;4.684;0;0;0;0;8
66627;267;0;2.84;3.04;2.27;1.98;0.78;1.02;1.02;0.66;1.14;1.38;1.56;1.2;4.194;4.14;4.197;4.284;0;0;0;0;17
66629;156;0;2.04;2.06;2.71;2.46;1.26;1.2;1.32;1.68;1.8;1.62;1.86;2.16;4.664;4.809;4.734;4.618;0;0;0;0;108
66666;153;0;2.02;1.94;2.6;2.46;1.26;1.2;1.32;1.8;1.8;1.74;1.74;2.34;4.728;4.794;4.809;4.762;0;0;0;0;94
66674;230;0;2.6;2.85;2.95;2.97;1.26;1.62;1.2;1.32;1.74;2.04;1.56;1.62;4.66;4.476;4.474;4.478;0;0;0;0;422
66689;523;0;2.56;2.12;3.07;3.73;0.42;0.42;0.48;0.48;0.6;0.66;0.66;0.84;4.396;4.407;4.408;4.475;0;0;0;0;2
66694;336;0;3.71;4.17;3.44;2.68;0.78;1.14;1.02;0.72;1.08;1.5;1.56;0.96;4.395;4.34;4.408;4.477;0;0;0;0;14
66732;164;0;1.94;2.14;2.07;2.17;1.08;1.5;1.02;1.14;1.38;2.04;1.44;1.44;4.711;4.555;4.468;4.555;0;0;0;0;428
66735;204;8;2.54;2.07;4.06;1.35;1.38;1.26;1.44;1.2;1.86;1.68;1.8;1.98;5.245;5.294;5.669;4.896;0;0;0;0;1637
66744;418;0;1.92;1.67;2.21;2.88;0.36;0.42;0.42;0.54;0.6;0.6;0.66;0.78;4.366;4.354;4.405;4.494;0;0;0;0;11
66747;290;0;2.63;2.86;2.27;1.79;0.66;0.84;0.96;0.54;1.02;1.14;1.32;0.78;4.164;4.088;4.206;4.156;0;0;0;0;11
66762;239;0;1.55;1.42;1.74;1.7;1.08;1.02;1.38;1.44;1.38;1.32;1.8;2.04;4.572;4.678;5.076;4.632;0;0;0;0;1597
66800;142;0;1.85;1.76;2.1;2.48;1.14;1.2;1.32;1.68;1.5;1.62;1.74;2.16;4.427;4.546;4.551;4.497;0;0;0;0;1551
66804;452;0;2.12;1.88;2.47;3.08;0.42;0.42;0.42;0.54;0.66;0.84;0.6;0.84;4.364;4.411;4.42;4.559;0;0;0;0;11
66805;240;0;2.8;3.18;2.25;2.03;0.9;1.08;1.08;0.72;1.2;1.38;1.44;1.08;4.364;4.345;4.419;4.424;0;0;0;0;2
66819;210;0;2.77;3.31;3.24;3.25;1.26;1.62;1.08;1.32;1.62;2.16;1.44;1.68;4.633;4.55;4.542;4.497;0;0;0;0;214
66864;192;12;2.41;2.11;1.18;1.16;1.38;1.14;0.96;1.32;1.74;1.5;1.62;2.16;4.709;4.831;4.732;4.419;0;0;0;0;1225
66867;546;0;2.72;2.31;3.22;3.72;0.36;0.42;0.42;0.48;0.6;0.66;0.66;0.78;4.642;4.562;4.534;4.752;0;0;0;0;8
66872;360;0;4.39;4.7;3.94;3.02;0.9;0.96;1.08;0.66;1.26;1.32;1.38;1.02;4.301;4.359;4.331;4.494;0;0;0;0;2
66905;190;0;2.34;2.33;3.23;2.91;1.14;1.08;1.26;1.62;1.68;1.5;1.68;2.1;4.38;4.376;4.718;4.412;0;0;0;0;614
66928;244;0;2.76;2.91;2.37;1.9;0.9;1.14;0.72;0.84;1.2;1.62;1.02;1.14;4.176;4.23;4.053;4.222;0;0;0;0;14
66933;462;0;2.22;2;2.75;3.28;0.36;0.42;0.42;0.54;0.54;0.78;1.02;0.9;4.309;4.295;4.254;4.426;0;0;0;0;34
66959;352;0;3.96;3.51;4.72;4.6;1.2;1.38;0.9;1.2;1.68;1.92;1.32;1.68;4.322;4.167;4.449;4.48;0;0;0;0;251
66989;447;0;2.15;1.92;2.01;3;0.36;0.42;0.36;0.48;0.6;0.6;0.72;0.72;4.257;4.168;4.174;4.417;0;0;0;0;25
66990;294;0;3.55;3.9;3.18;2.42;0.9;1.02;1.02;0.66;1.26;1.44;1.44;0.96;4.391;4.369;4.375;4.417;0;0;0;0;8
66994;212;8;2.44;2.29;3.03;2.23;1.08;1.26;1.2;1.5;1.56;1.62;1.68;1.92;4.592;4.706;4.839;4.688;0;0;0;0;477
67013;161;12;0.97;0.93;1.17;1.12;0.9;0.96;0.96;1.02;1.44;1.5;1.44;1.74;4.652;4.708;4.965;4.835;0;0;0;0;760
67048;478;0;2.21;1.83;2.88;3.08;0.42;0.42;0.42;0.54;0.66;0.6;0.66;0.72;4.455;4.441;4.441;4.55;0;0;0;0;28
67050;158;0;1.82;1.85;2.4;2.5;1.02;1.14;1.26;1.68;1.44;1.56;1.8;2.1;4.656;4.71;4.841;4.618;0;0;0;0;548
67052;278;0;3.28;3.34;2.82;2.17;0.9;0.96;1.08;0.78;1.2;1.26;1.62;1.02;4.256;4.306;4.304;4.284;0;0;0;0;11
67082;166;0;2.09;2.04;2.82;2.86;1.08;1.14;1.38;1.68;1.56;1.56;1.98;2.16;4.593;4.633;4.771;4.694;0;0;0;0;451
67113;514;0;2.71;2.32;3.24;3.85;0.42;0.42;0.42;0.54;0.66;0.78;0.66;0.84;4.467;4.642;4.428;4.686;0;0;0;0;11
67118;442;0;4.31;4.63;3.82;3.02;0.66;0.9;0.84;0.66;0.9;1.5;1.14;0.96;4.334;4.306;4.428;4.417;0;0;0;0;8
67126;310;0;4.72;4.44;4.96;4.61;1.2;1.56;1.14;1.26;1.8;2.04;1.5;1.62;4.338;4.243;4.556;4.213;0;0;0;0;385
67130;310;0;3.11;2.87;4.09;3.89;1.2;1.14;1.44;1.8;1.62;1.5;1.86;2.34;4.875;5.04;5.096;4.886;0;0;0;0;271
67175;491;0;2.41;2.07;2.74;3.41;0.42;0.36;0.42;0.54;0.72;0.66;0.66;0.72;4.477;4.357;4.362;4.557;0;0;0;0;5
67183;217;0;2.9;2.79;3.9;3.77;1.08;1.2;1.32;1.68;1.32;1.74;1.86;2.16;4.597;4.701;4.899;4.763;0;0;0;0;188
67184;304;0;3.67;3.96;3.16;2.33;0.96;0.96;0.9;0.66;1.32;1.38;1.32;0.96;4.262;4.232;4.163;4.293;0;0;0;0;11
67225;205;0;3.12;2.94;3.15;3.33;1.26;1.56;1.14;1.32;1.62;2.16;1.62;1.86;4.444;4.296;4.446;4.434;0;0;0;0;685
67239;303;0;3.34;3.57;2.93;2.23;0.78;1.08;1.02;0.72;1.02;1.5;1.32;1.02;4.248;4.359;4.185;4.424;0;0;0;0;8
67240;513;0;2.43;2.31;3;3.72;0.48;0.42;0.48;0.54;0.72;0.78;0.72;0.78;4.45;4.427;4.388;4.623;0;0;0;0;14
67248;249;0;3.77;3.52;4.87;4.73;1.2;1.32;1.38;1.86;1.8;1.8;1.8;2.34;4.852;4.964;5.124;4.89;0;0;0;0;251
67286;0;0;1.66;1.98;1.75;1.95;1.32;1.5;0.96;1.26;1.86;2.04;1.2;1.56;4.521;4.546;4.667;4.623;0;0;0;0;NULL
67300;282;0;3;3.28;2.62;2.06;0.78;0.9;1.14;0.6;1.26;1.26;1.5;0.84;4.255;4.278;4.256;4.294;0;0;0;0;NULL
67313;238;0;3.31;3.41;4.67;4.26;1.2;1.32;1.38;1.74;1.56;1.8;1.86;2.16;4.867;5.02;5.123;4.887;0;0;0;0;NULL
67315;504;0;2.38;2.08;2.71;3.48;0.42;0.42;0.42;0.54;0.66;0.6;0.66;0.78;4.331;4.417;4.318;4.485;0;0;0;0;NULL
67349;234;0;2.6;2.74;2.22;1.58;0.84;0.96;1.14;0.72;1.14;1.44;1.44;1.02;4.193;4.208;4.19;4.224;0;0;0;0;NULL
67351;144;0;2.06;2.05;2.65;2.57;1.38;1.44;1.38;1.68;1.86;1.98;1.8;2.4;4.6;4.608;4.79;4.76;0;0;0;0;NULL
67372;204;0;2.93;2.98;3.13;3.29;1.26;1.62;1.08;1.32;2.04;2.16;1.5;1.68;4.601;4.56;4.715;4.614;0;0;0;0;NULL
67385;228;0;2.68;2.86;2.42;1.74;1.02;1.02;1.14;0.66;1.32;1.56;1.5;0.9;4.341;4.355;4.322;4.4;0;0;0;0;8
67391;547;0;2.87;2.42;3.5;4.12;0.42;0.42;0.48;0.54;0.72;0.66;0.72;0.9;4.546;4.423;4.452;4.6;0;0;0;0;17
67418;235;0;3.35;3.51;4.42;4.48;1.38;1.44;1.5;1.8;1.8;1.8;1.98;2.34;4.794;4.814;4.915;4.771;0;0;0;0;137
67433;190;0;2.22;2.26;2.36;2.41;1.32;1.44;0.9;1.26;1.86;2.1;1.26;1.62;4.602;4.423;4.64;4.556;0;0;0;0;308
67441;251;0;2.69;2.89;2.31;1.71;0.9;0.9;1.14;0.6;1.26;1.2;1.44;0.96;4.337;4.288;4.307;4.419;0;0;0;0;14
67457;447;0;2.26;1.98;2.73;3.33;0.48;0.48;0.54;0.54;0.66;0.72;0.9;0.78;4.543;4.414;4.511;4.62;0;0;0;0;34
67468;162;0;2.37;2.21;2.79;2.75;1.32;1.38;1.44;1.74;1.8;1.8;1.92;2.22;4.545;4.61;4.515;4.618;0;0;0;0;157
67501;212;0;2.32;2.18;3.08;2.88;1.2;1.26;1.44;1.74;1.56;1.56;1.92;2.22;4.608;4.748;4.707;4.628;0;0;0;0;NULL
67508;220;0;2.87;3;3.13;3.13;1.26;1.62;1.02;1.32;1.74;2.4;1.32;1.68;4.604;4.56;4.638;4.621;0;0;0;0;151
67515;349;0;4.5;4.74;4.03;2.91;0.96;1.02;0.9;0.72;1.44;1.44;1.38;1.08;4.396;4.417;4.317;4.623;0;0;0;0;25
67517;524;0;2.45;2.12;2.85;3.36;0.42;0.36;0.48;0.48;0.6;0.66;0.72;0.78;4.462;4.35;4.518;4.556;0;0;0;0;14
67556;226;0;2.96;2.93;4.03;3.71;1.2;1.44;1.32;1.86;1.62;1.86;1.74;2.34;4.542;4.624;4.703;4.553;0;0;0;0;85
67569;254;0;2.72;3.04;2.27;1.44;0.96;0.9;1.14;0.66;1.44;1.32;1.44;0.9;4.072;4.087;3.963;4.09;0;0;0;0;20
67573;429;0;2.07;1.83;2.4;2.96;0.48;0.42;0.48;0.48;0.78;0.72;0.72;0.84;4.403;4.287;4.303;4.492;0;0;0;0;17
67585;272;0;2.85;2.96;3.11;3.23;1.2;1.44;0.78;1.2;1.62;1.86;1.02;1.5;4.607;4.621;4.508;4.554;0;0;0;0;108
67606;186;0;2.41;2.48;3.31;3.35;1.14;1.2;1.44;1.74;1.74;1.62;1.86;2.1;4.661;4.691;4.65;4.621;0;0;0;0;60
67619;236;0;2.39;2.49;1.97;1.42;0.78;0.9;1.14;0.6;1.02;1.26;1.68;0.9;4.196;4.295;4.251;4.408;0;0;0;0;28
67630;356;0;1.74;1.51;2.08;2.48;0.48;0.42;0.42;0.54;0.6;0.66;0.78;1.14;4.391;4.42;4.382;4.492;0;0;0;0;17
67659;244;0;3.06;2.95;4.16;3.76;1.14;1.26;1.5;1.68;1.56;1.62;2.1;2.16;4.523;4.684;4.722;4.628;0;0;0;0;425
67677;386;0;1.98;1.76;2.41;2.63;0.42;0.42;0.48;0.48;0.72;0.66;0.72;0.96;4.604;4.556;4.592;4.738;0;0;0;0;5
67688;340;0;4.19;4.43;4;2.96;0.9;1.02;1.08;0.72;1.26;1.56;1.56;1.08;4.404;4.424;4.386;4.472;0;0;0;0;25
67708;266;0;3.99;4.4;4.35;4.55;1.44;1.62;1.14;1.38;1.86;2.28;1.68;1.68;4.608;4.548;4.516;4.483;0;0;0;0;160
67711;196;0;2.71;2.57;3.54;3.13;1.2;1.2;1.26;1.68;1.68;1.56;1.68;2.28;4.68;4.956;5.116;4.676;0;0;0;0;891
67731;435;0;1.98;1.67;2.41;3.2;0.48;0.42;0.54;0.54;0.78;0.66;0.78;0.78;4.605;4.482;4.586;4.683;0;0;0;0;17
67752;389;0;2.96;3.21;2.69;1.84;1.02;0.9;1.08;0.6;1.38;1.26;1.56;0.84;4.267;4.147;4.179;4.223;0;0;0;0;28
67754;155;0;1.9;1.87;2.6;2.55;1.14;1.26;1.38;1.68;1.44;1.68;1.74;2.28;4.405;4.547;4.645;4.424;0;0;0;0;1437
67790;524;0;2.59;2.1;3.02;3.59;0.42;0.42;0.48;0.48;0.66;0.66;0.72;0.72;4.536;4.422;4.589;4.675;0;0;0;0;51
67798;244;0;3.14;3.42;3.39;3.74;0.96;1.62;1.14;1.32;1.32;2.1;1.56;1.62;4.406;4.426;4.45;4.472;0;0;0;0;560
67807;380;0;4.07;4.28;3.61;2.5;0.78;0.9;1.02;0.6;1.08;1.38;1.44;0.9;4.336;4.356;4.319;4.473;0;0;0;0;20
67834;256;0;3.41;3.27;4.68;3.9;1.2;1.32;1.32;1.56;1.74;1.8;1.74;2.04;4.404;4.427;4.716;4.406;0;0;0;0;534
67844;465;0;2.09;1.79;2.44;2.97;0.42;0.42;0.42;0.48;0.66;0.6;0.66;0.84;4.532;4.357;4.576;4.689;0;0;0;0;45
67854;161;0;1.88;1.99;2.03;2.03;1.14;1.38;1.02;1.32;1.74;1.98;1.56;1.8;4.342;4.293;4.241;4.275;0;0;0;0;611
67871;283;0;3.08;3.17;2.56;1.82;0.78;0.9;0.9;0.66;1.08;1.32;1.2;1.02;4.264;4.23;4.175;4.415;0;0;0;0;20
67892;173;0;2.47;2.36;3.23;3.03;1.26;1.32;1.44;1.8;1.62;1.8;2.04;2.22;4.268;4.297;4.308;4.277;0;0;0;0;682
67908;512;0;2.27;1.95;2.16;3.1;0.36;0.48;0.36;0.42;0.72;0.66;1.08;0.66;4.27;4.363;4.429;4.557;0;0;0;0;40
67930;204;0;2.92;3.13;3.11;3.39;1.26;1.56;1.08;1.32;1.74;2.22;1.62;1.62;4.442;4.386;4.436;4.489;0;0;0;0;325
67955;516;0;2.21;1.88;2.77;3.04;0.48;0.48;0.36;0.48;0.96;0.78;0.6;0.78;4.387;4.455;4.501;4.677;0;0;0;0;17
67958;449;0;5.03;4.96;4.41;2.97;0.78;1.02;0.96;0.66;1.14;1.38;1.2;1.14;4.326;4.454;4.368;4.671;0;0;0;0;NULL
67964;260;0;4.04;3.96;5.29;4.95;1.2;1.26;1.44;1.74;1.68;1.68;1.98;2.16;4.667;4.718;4.767;4.606;0;0;0;0;282
67997;198;0;2.38;2.67;2.6;2.67;1.26;1.62;0.96;1.32;1.74;2.16;1.26;1.74;4.398;4.374;4.369;4.344;0;0;0;0;248
68009;429;0;1.95;1.64;2.19;2.65;0.48;0.36;0.42;0.48;0.78;0.6;0.66;0.66;4.534;4.51;4.375;4.536;0;0;0;0;28
68016;274;0;2.97;3.14;2.39;1.79;0.84;0.9;1.02;0.66;1.2;1.2;1.44;1.08;4.197;4.175;4.177;4.401;0;0;0;0;31
68030;180;0;2.88;2.75;3.36;3.43;1.44;1.44;1.38;1.86;2.04;1.8;1.92;2.4;4.808;4.711;5.11;4.8;0;0;0;0;1271
68059;444;0;1.95;1.32;2.29;2.76;0.48;0.36;0.42;0.48;0.9;0.6;0.72;0.66;4.542;4.436;4.373;4.602;0;0;0;0;25
68069;214;0;2.58;2.78;2.96;2.95;1.14;1.44;1.02;1.2;1.56;1.92;1.32;1.68;4.337;4.311;4.314;4.389;0;0;0;0;122
68071;359;0;3.33;3.73;2.81;2.1;0.66;0.84;0.96;0.6;0.96;1.38;1.32;0.78;4.271;4.311;4.248;4.454;0;0;0;0;5
68095;343;0;3.18;3.58;4.19;3.76;1.32;1.2;1.38;1.8;1.74;1.62;2.04;2.28;4.539;4.642;4.716;4.391;0;0;0;0;1171
68116;467;0;2.16;2.16;2.5;2.95;0.42;0.42;0.48;0.48;0.66;0.66;0.72;0.66;4.538;4.582;4.508;4.662;0;0;0;0;17
68121;216;0;2.53;2.68;2.07;1.48;0.9;1.08;1.08;0.6;1.26;1.5;1.44;0.9;4.274;4.311;4.172;4.392;0;0;0;0;22
68151;204;0;2.8;2.71;2.86;3.09;1.14;1.56;1.02;1.38;1.68;2.1;1.44;1.8;4.422;4.361;4.377;4.393;0;0;0;0;108
68157;204;0;3.09;3.07;3.97;3.94;1.26;1.26;1.44;1.86;1.68;1.74;1.86;2.46;4.422;4.559;4.512;4.394;0;0;0;0;300
68174;267;0;2.55;2.76;2.42;1.48;0.72;1.02;0.96;0.54;1.08;1.5;1.26;0.78;4.352;4.357;4.311;4.665;0;0;0;0;11
68177;404;0;1.99;1.68;2.23;2.77;0.42;0.42;0.48;0.48;0.66;0.72;0.66;0.78;4.421;4.36;4.44;4.599;0;0;0;0;22
68203;160;0;2.12;2.2;2.84;2.87;1.26;1.26;1.44;1.8;1.62;1.68;1.86;2.4;4.558;4.625;4.84;4.534;0;0;0;0;434
68222;234;0;2.8;2.98;2.4;1.63;0.9;1.08;1.08;0.6;1.26;1.44;1.38;0.78;4.274;4.298;4.244;4.534;0;0;0;0;NULL
68228;210;0;2.67;2.8;2.92;3.11;1.08;1.44;1.02;1.26;1.5;1.98;1.38;1.68;4.343;4.299;4.241;4.334;0;0;0;0;NULL
68231;467;0;1.97;1.71;2.32;2.73;0.36;0.42;0.42;0.42;0.54;0.6;0.72;0.72;4.349;4.367;4.507;4.597;0;0;0;0;NULL
68272;241;0;3.64;3.7;4.61;4.41;1.32;1.38;1.32;1.8;1.86;1.68;1.74;2.22;4.627;4.691;4.842;4.598;0;0;0;0;NULL
68279;221;0;2.49;2.76;2.06;1.49;0.9;1.14;1.08;0.66;1.26;1.62;1.5;0.84;4.273;4.286;4.247;4.478;0;0;0;0;NULL
68288;441;0;1.88;1.61;2.24;2.79;0.42;0.36;0.42;0.48;0.6;0.6;0.6;0.78;4.408;4.355;4.444;4.612;0;0;0;0;NULL
68290;148;0;2;2;2.07;2.16;1.26;1.5;1.02;1.32;1.62;1.98;1.44;1.74;4.275;4.29;4.173;4.279;0;0;0;0;NULL
68327;192;0;2.68;2.53;3.38;3.21;1.26;1.14;1.32;1.68;1.86;1.44;1.68;2.22;4.555;4.62;4.789;4.594;0;0;0;0;NULL
68328;217;0;2.34;2.45;2.24;1.32;0.84;0.96;1.08;0.66;1.2;1.38;1.56;0.96;4.288;4.286;4.254;4.656;0;0;0;0;NULL
68352;443;0;1.72;1.23;2.24;2.7;0.36;0.36;0.42;0.42;0.6;0.6;0.66;0.72;4.418;0;4.45;4.599;0;0;0;0;NULL
68371;228;0;3.13;2.98;3.18;3.34;1.08;1.62;1.14;1.38;1.62;2.22;1.44;1.8;4.417;4.292;4.317;4.325;0;0;0;0;NULL
68374;241;0;2.78;2.98;2.46;1.57;0.9;0.96;1.08;0.6;1.26;1.38;1.56;0.84;4.336;4.298;4.257;4.662;0;0;0;0;NULL
68393;396;0;1.93;1.71;1.51;2.46;0.42;0.36;0.3;0.48;0.6;0.66;0.78;0.72;4.419;4.363;0;4.513;0;0;0;0;NULL
68397;240;0;3.6;3.52;4.62;4.65;1.26;1.32;1.38;1.74;1.74;1.8;1.74;2.22;4.688;4.7;4.921;4.717;0;0;0;0;NULL
68424;207;0;2.45;2.49;2.07;1.31;0.96;1.02;0.96;0.72;1.44;1.5;1.26;1.2;4.357;4.357;4.248;4.791;0;0;0;0;NULL
68440;159;0;2.09;2.05;2.68;2.67;1.2;1.2;1.32;1.74;1.8;1.56;1.74;2.16;4.628;4.694;4.839;4.597;0;0;0;0;300
68446;432;0;1.84;1.39;2.61;2.52;0.42;0.42;0.48;0.48;0.6;0.66;0.66;0.72;4.419;4.357;4.544;4.5;0;0;0;0;51
68463;220;0;3.08;3.18;3.27;3.53;1.14;1.5;1.08;1.32;1.62;1.98;1.32;1.68;4.358;4.234;4.304;4.254;0;0;0;0;140
68473;272;0;2.55;2.75;2.22;1.54;0.72;0.9;0.9;0.6;0.96;1.26;1.26;0.84;4.356;4.301;4.305;4.791;0;0;0;0;34
68478;145;0;1.77;1.86;2.3;2.4;1.26;1.2;1.32;1.68;1.62;1.5;1.8;2.22;4.686;4.827;4.843;4.737;0;0;0;0;360
68508;433;0;1.94;1.86;2.24;2.7;0.48;0.36;0.42;0.48;0.72;0.66;0.72;0.66;4.412;4.433;4.447;4.662;0;0;0;0;14
68521;181;0;2.43;2.2;3.06;3.03;1.32;1.02;1.32;1.62;1.8;1.38;1.8;2.04;4.676;4.832;4.712;4.672;0;0;0;0;228
68539;194;0;2.49;2.51;2.61;2.65;1.08;1.5;0.96;1.2;1.5;2.1;1.32;1.62;4.21;4.095;4.174;4.202;0;0;0;0;245
68545;283;0;3.6;3.94;3.11;2.04;0.96;1.08;1.08;0.6;1.26;1.56;1.62;1.02;4.346;4.358;4.246;4.735;0;0;0;322;22
68562;401;0;1.83;1.64;2.16;2.73;0.48;0.42;0.42;0.48;0.84;0.54;0.66;0.84;4.419;4.424;4.506;4.605;0;0;0;0;11
68583;214;0;3.04;2.82;4.06;3.89;1.14;1.2;1.38;1.92;1.44;1.5;1.68;2.52;4.885;5.035;4.972;4.804;0;0;0;0;120
68595;241;0;2.37;2.59;2.08;1.47;0.72;0.9;0.9;0.6;1.02;1.26;1.32;1.02;4.207;4.158;4.178;4.606;0;0;0;0;34
68613;178;0;2.46;2.33;2.49;2.49;1.2;1.56;1.14;1.26;1.62;1.98;1.5;1.68;4.344;4.237;4.304;4.332;0;0;0;0;180
68618;400;0;1.82;1.6;2.19;2.67;0.42;0.42;0.42;0.48;0.66;0.6;0.6;0.96;4.411;4.309;4.436;4.597;0;0;0;0;17
68631;170;0;2.35;2.36;2.92;2.92;1.2;1.32;1.38;1.8;1.62;1.62;1.74;2.22;4.685;4.849;4.704;4.655;0;0;0;0;88
68655;227;0;2.68;2.83;2.2;1.39;0.9;1.14;1.02;0.66;1.26;1.68;1.38;1.08;4.343;4.373;4.239;4.597;0;0;0;314;25
68663;148;0;1.93;1.89;2.39;2.38;1.38;1.2;1.32;1.74;1.8;1.5;1.74;2.22;4.618;4.574;4.694;4.603;0;0;0;0;140
68680;232;0;2.77;3.06;3.02;2.94;1.14;1.62;0.9;1.2;1.38;2.04;1.26;1.56;4.423;4.384;4.296;4.315;0;0;0;0;148
68697;301;0;3.11;3.24;2.66;1.65;0.78;1.02;0.96;0.66;1.08;1.56;1.26;0.9;4.293;4.314;4.239;4.573;0;0;0;0;NULL
68700;157;0;2.18;2.28;2.98;2.87;1.38;1.32;1.44;1.74;1.68;1.68;1.86;2.22;4.696;4.781;4.774;4.774;0;0;0;0;NULL
68704;629;0;3.14;2.74;3.74;4.48;0.42;0.42;0.48;0.54;0.6;0.84;0.66;0.78;4.699;4.644;4.708;4.774;0;0;0;0;NULL
68744;237;0;2.48;2.67;1.87;1.22;0.78;1.2;1.08;0.6;1.14;1.62;1.44;0.9;4.212;4.231;4.245;4.663;0;0;0;0;NULL
68747;188;0;2.37;2.37;2.99;3.12;1.26;1.08;1.26;1.62;1.56;1.5;1.5;2.04;4.951;4.968;5.246;4.999;0;0;0;0;NULL
68759;426;0;1.67;1.36;2.02;2.52;0.42;0.42;0.36;0.48;0.6;0.72;0.54;0.72;4.355;4.301;4.307;4.523;0;0;0;0;NULL
68791;138;0;1.94;1.84;2.31;2.31;1.32;1.32;1.44;1.74;1.92;1.68;1.8;2.16;4.538;4.636;4.788;4.662;0;0;0;0;NULL
68796;251;0;2.65;2.79;2.3;1.47;0.78;0.96;0.96;0.6;1.08;1.32;1.38;0.84;4.202;4.231;4.256;4.661;0;0;0;0;NULL
68812;137;0;1.95;1.73;2.28;2.29;1.26;1.26;1.44;1.8;1.62;1.74;1.86;2.4;4.613;4.624;4.661;4.592;0;0;0;0;NULL
68822;505;0;2.42;2.15;2.93;3.48;0.42;0.42;0.42;0.48;0.66;0.72;0.66;0.72;4.419;4.419;4.469;4.581;0;0;0;0;NULL
68850;367;0;3.82;4.03;3.24;2.26;0.72;1.08;0.96;0.72;1.02;1.56;1.38;1.02;4.292;4.355;4.254;4.784;0;0;0;0;NULL
68854;344;0;4.84;4.57;5.2;4.68;1.2;1.68;1.02;1.38;1.62;2.34;1.32;1.62;4.561;4.287;4.791;4.382;0;0;0;0;NULL
68875;509;0;2.28;1.6;2.6;3.25;0.42;0.36;0.42;0.48;0.6;0.66;0.66;0.72;4.491;0;4.453;4.578;0;0;0;0;NULL
68879;266;0;3.87;3.71;4.84;4.64;1.32;1.38;1.38;1.8;1.74;1.8;1.92;2.4;4.757;4.701;4.918;4.985;0;0;0;0;NULL
68887;335;15;0.97;1.1;0.95;1.05;0.78;1.14;0.78;0.9;1.14;1.62;1.14;1.32;4.025;4.1;4.048;4.107;482;303;342;325;NULL
68922;307;0;3.81;4.09;3.27;2.07;0.9;1.32;1.02;0.78;1.32;1.86;1.38;1.2;4.222;4.165;4.197;4.566;0;0;0;0;NULL
68926;188;0;2.63;2.52;3.11;3.16;1.2;1.44;1.26;1.68;1.68;1.86;1.56;2.16;4.424;4.368;4.529;4.633;0;0;0;0;NULL
68935;509;0;2.08;1.37;2.43;3.07;0.48;0.42;0.42;0.48;0.72;0.66;0.6;0.72;4.289;4.375;4.198;4.355;0;0;0;0;NULL
68947;176;0;1.95;2.17;1.97;2.14;1.14;1.38;0.9;1.2;1.5;1.92;1.38;1.62;4.338;4.433;4.479;4.504;0;0;0;0;NULL
68983;329;0;3.56;3.64;3.02;2.15;0.78;1.14;1.14;0.72;1.08;1.62;1.56;1.14;4.218;4.366;4.278;4.623;0;0;0;0;NULL
68989;488;0;2.08;2.4;2.55;3.12;0.42;0.42;0.48;0.48;0.6;0.72;0.78;0.84;4.491;4.369;4.413;4.481;0;0;0;0;NULL
68996;303;0;3.68;3.7;5.03;4.63;1.26;1.26;1.32;1.74;1.68;1.68;1.74;2.22;4.833;5.037;5.015;5.079;0;0;0;0;NULL
69044;443;0;1.91;1.65;2.31;2.8;0.48;0.42;0.48;0.48;0.72;0.72;0.66;0.72;4.354;4.034;4.35;4.412;0;0;0;0;NULL
69045;315;0;3.42;3.77;3.05;1.94;0.78;1.02;0.96;0.6;1.08;1.5;1.32;0.96;4.287;4.236;4.218;4.476;0;0;0;0;NULL
69049;182;0;2.76;2.68;3.43;3.27;1.38;1.38;1.44;1.74;1.92;1.92;1.8;2.16;4.422;4.507;4.489;4.736;0;0;0;0;NULL
69082;198;0;2.85;2.62;3.57;3.5;1.32;1.26;1.38;1.62;1.86;1.68;1.8;2.04;4.691;4.7;4.898;4.871;0;0;0;0;NULL
69097;318;0;3.92;4.26;4.94;4.66;1.26;1.62;1.08;1.32;1.62;2.1;1.32;1.62;4.48;4.438;4.893;4.478;0;0;0;0;NULL
69111;553;0;2.75;2.34;3.22;3.99;0.42;0.42;0.48;0.54;0.66;0.66;0.78;0.9;4.49;4.429;4.493;4.541;0;0;0;0;NULL
